17,1
23,1
29,1
21,1
23,1
12,1
22,1
19,1
19,1
26,1
21,1
24,1
17,1
12,1
22,1
31,1
24,1
22,1
22,1
31,1
24,1
22,1
25,1
15,1
27,1
8,1
15,1
21,1
27,1
13,1
24,1
22,1
17,1
23,1
25,1
21,1
22,1
22,1
32,1
25,1
19,1
21,1
19,1
17,1
22,1
28,1
22,1
18,1
17,1
19,1
12,1
12,1
9,1
9,1
10,1
13,1
18,1
16,1
16,1
13,1
19,1
16,1
18,1
13,1
10,1
13,1
10,1
16,1
9,1
14,1
14,1
23,1
13,1
14,1
9,1
12,1
13,1
14,1
17,1
20,1
13,1
15,1
8,1
12,1
21,1
7,1
7,1
10,1
9,1
10,1
17,1
15,1
15,1
16,1
18,1
10,1
20,1
9,1
9,1
5,1
11,1
7,1
7,1
9,1
12,1
21,1
14,1
10,1
9,1
15,1
15,1
13,1
13,1
8,1
11,1
8,1
11,1
7,1
10,1
12,1
15,1
9,1
10,1
7,1
11,1
8,1
11,1
14,1
16,1
12,1
9,1
8,1
10,1
14,1
7,1
9,1
7,1
9,1
6,1
12,1
10,1
6,1
13,1
6,1
13,1
10,1
14,1
13,1
13,1
11,1
11,1
6,1
6,1
8,1
11,1
19,1
12,1
9,1
7,1
14,1
14,1
12,1
10,1
7,1
10,1
6,1
9,1
6,1
9,1
12,1
12,1
12,1
8,1
10,1
5,1
10,1
6,1
10,1
14,1
14,1
11,1
7,1
7,1
10,1
11,1
6,1
7,1
5,1
5,1
4,1
11,1
11,1
8,1
12,1
9,1
10,1
9,1
5,1
7,1
4,1
